ProbeID,Exome,Chr,Strand,From,To,Gene,Type,Max_MAF,Comment,Extra_Comment,CHR,TxStart,TxEnd,Gene_strand,Unique_gene_name
150064,exome,chr3,-,52002740,52002789,ABHD14B,exonic,,GOOD,NO,3,52002525,52008646,-,ABHD14B
5340450,exome,chr17,-,27888550,27888599,ABHD15,exonic,,GOOD,NO,17,27887688,27894042,-,ABHD15
2970201,exome,chr15,+,89738742,89738791,ABHD2,exonic,,GOOD,NO,15,89631380,89745591,+,ABHD2.1
6900475,exome,chr15,+,89738760,89738809,ABHD2,exonic,,GOOD,NO,15,89631380,89745591,+,ABHD2.2
5050241,exome,chr18,-,19231604,19231653,ABHD3,exonic,,GOOD,NO,18,19230857,19284766,-,ABHD3
3120014,exome,chr14,+,23080980,23081029,ABHD4,exonic,,GOOD,NO,14,23067146,23081265,+,ABHD4
5860215,exome,chr3,+,43760009,43760058,ABHD5,exonic,,GOOD,NO,3,43732374,43764217,+,ABHD5
2690402,exome,chr3,+,58280126,58280175,ABHD6,exonic,,GOOD,NO,3,58223228,58280463,+,ABHD6
4880288,exome,chr19,-,17402957,17403006,ABHD8,exonic,,GOOD,NO,19,17402939,17414282,-,ABHD8
2710070,exome,chr19,-,15337850,15337899,EPHX3,exonic,,GOOD,NO,19,15337729,15343858,-,EPHX3
5130725,exome,chr10,-,27036214,27036263,ABI1,exonic,,GOOD,NO,10,27035524,27150016,-,ABI1
2000100,exome,chr2,+,204291991,204292040,ABI2,exonic,,GOOD,NO,2,204192961,204296896,+,ABI2
3840717,exome,chr17,+,47300372,47300421,ABI3,exonic,,GOOD,NO,17,47287588,47300587,+,ABI3
4180088,exome,chr9,+,133762931,133762980,ABL1,exonic,,GOOD,NO,9,133589267,133763062,+,ABL1.1
4590440,exome,chr9,+,133589618,133589667,ABL1,exonic,,GOOD,NO,9,133589267,133763062,+,ABL1.2
620240,exome,chr17,-,906942,906991,ABR,exonic,,GOOD,NO,17,906757,1132974,-,ABR.1
6480392,exome,chr6,+,26599859,26599908,ABT1,exonic,,GOOD,NO,6,26597170,26600277,+,ABT1
2970044,exome,chr3,+,127399706,127399755,ABTB1,exonic,,GOOD,NO,3,127391780,127399769,+,ABTB1.1
6620609,exome,chr3,+,127399281,127399330,ABTB1,exonic,,GOOD,NO,3,127391780,127399769,+,ABTB1.2
3520753,exome,chr3,-,38164590,38167081,ACAA1,exonic,,GOOD,SPLICE,3,38164200,38178733,-,ACAA1
1450093,exome,chr18,-,47310122,47310171,ACAA2,exonic,,GOOD,NO,18,47309873,47340251,-,ACAA2
2190414,exome,chr17,-,35442044,35442093,ACACA,exonic,,GOOD,NO,17,35441926,35766902,-,ACACA.1
2630692,exome,chr17,-,35442111,35442160,ACACA,exonic,,GOOD,NO,17,35441926,35766902,-,ACACA.2
6560327,exome,chr12,+,112194744,112194793,ACAD10,exonic,,GOOD,NO,12,112123856,112194911,+,ACAD10
730671,exome,chr11,+,134135266,134135315,ACAD8,exonic,,GOOD,NO,11,134123433,134135746,+,ACAD8.1
2650324,exome,chr11,+,134135475,134135524,ACAD8,exonic,,GOOD,NO,11,134123433,134135746,+,ACAD8.2
5340561,exome,chr3,+,128631728,128631777,ACAD9,exonic,,GOOD,NO,3,128598332,128631957,+,ACAD9
430139,exome,chr1,+,76226858,76226907,ACADM,exonic,,GOOD,NO,1,76190031,76229363,+,ACADM
110441,exome,chr12,+,121177447,121177497,ACADS,exonic,,GOOD,NO,12,121163540,121177811,+,ACADS
1170647,exome,chr17,+,7128431,7128480,ACADVL,exonic,,GOOD,NO,17,7120443,7128586,+,ACADVL.1
1240551,exome,chr17,+,7127961,7128010,ACADVL,exonic,,GOOD,NO,17,7120443,7128586,+,ACADVL.2
7210682,exome,chr17,+,7253543,7254304,ACAP1,exonic,,GOOD,SPLICE,17,7239847,7254793,+,ACAP1
4280026,exome,chr3,-,194996610,194996659,ACAP2,exonic,,GOOD,NO,3,194995464,195163817,-,ACAP2.1
2070605,exome,chr11,+,108017084,108018043,ACAT1,exonic,,GOOD,SPLICE,11,107992257,108018891,+,ACAT1
7330753,exome,chr6,+,160198400,160198449,ACAT2,exonic,,GOOD,NO,6,160182988,160200144,+,ACAT2.1
5890112,exome,chr1,-,226332760,226332809,ACBD3,exonic,,GOOD,NO,1,226332379,226374423,-,ACBD3
70068,exome,chr17,+,43221291,43221340,ACBD4,exonic,,GOOD,NO,17,43209966,43221548,+,ACBD4
150156,exome,chr10,-,27485778,27485827,ACBD5,exonic,,GOOD,NO,10,27484142,27531068,-,ACBD5
870349,exome,chr1,-,180257537,180257586,ACBD6,exonic,,GOOD,NO,1,180257351,180472022,-,ACBD6
3390379,exome,chr11,+,44105488,44105537,ACCS,exonic,,GOOD,NO,11,44087728,44105569,+,ACCS
1300154,exome,chr16,-,67691683,67691732,ACD,exonic,,GOOD,NO,16,67691414,67694718,-,ACD
520500,exome,chr9,+,19452180,19452229,ACER2,exonic,,GOOD,NO,9,19408924,19452500,+,ACER2.1
2360228,exome,chr11,+,76734692,76734741,ACER3,exonic,,GOOD,NO,11,76571916,76737841,+,ACER3.1
4860204,exome,chr14,-,23528027,23528076,ACIN1,exonic,,GOOD,NO,14,23527773,23564823,-,ACIN1
4200259,exome,chr17,-,40023226,40023275,ACLY,exonic,,GOOD,NO,17,40023169,40075275,-,ACLY.1
4290279,exome,chr17,-,40023729,40023778,ACLY,exonic,,GOOD,NO,17,40023169,40075275,-,ACLY.2
520575,exome,chr7,+,96747106,96747155,SDHAF3,exonic,,GOOD,NO,7,96745904,96811075,+,SDHAF3.1
6040088,exome,chr7,+,96810969,96811018,SDHAF3,exonic,,GOOD,NO,7,96745904,96811075,+,SDHAF3.2
2450608,exome,chr9,+,32450621,32450670,ACO1,exonic,,GOOD,NO,9,32384600,32450832,+,ACO1
3930639,exome,chr22,+,41923399,41923928,ACO2,exonic,,GOOD,SPLICE,22,41865128,41924993,+,ACO2
4290050,exome,chr1,-,6324345,6324394,ACOT7,exonic,,GOOD,NO,1,6324331,6453826,-,ACOT7.1
2900291,exome,chr20,-,44472965,44473014,ACOT8,exonic,,GOOD,NO,20,44470359,44486048,-,ACOT8
1010114,exome,chr3,-,58491006,58494661,ACOX2,exonic,,GOOD,SPLICE,3,58490862,58522929,-,ACOX2
4540010,exome,chr4,-,8368527,8368575,ACOX3,exonic,,GOOD,NO,4,8368008,8442452,-,ACOX3
1500152,exome,chr2,+,277740,277789,ACP1,exonic,,GOOD,NO,2,264868,278282,+,ACP1.1
6110672,exome,chr2,+,264956,265005,ACP1,exonic,,GOOD,NO,2,264868,278282,+,ACP1.2
2480025,exome,chr11,-,47261047,47261096,ACP2,exonic,,GOOD,NO,11,47260852,47270398,-,ACP2
7050082,exome,chr19,-,11685717,11685766,ACP5,exonic,,GOOD,NO,19,11685474,11689823,-,ACP5
3800538,exome,chr3,+,141012663,141012712,PXYLP1,exonic,,GOOD,NO,3,140950666,141013745,+,PXYLP1.1
5720537,exome,chr3,+,141012655,141012704,PXYLP1,exonic,,GOOD,NO,3,140950666,141013745,+,PXYLP1.2
2680725,exome,chr3,+,132077239,132077288,ACPP,exonic,,GOOD,NO,3,132036210,132087146,+,ACPP
2690369,exome,chr19,+,51298044,51298093,ACPT,exonic,,GOOD,NO,19,51293671,51298481,+,ACPT.1
7510253,exome,chr12,-,6747485,6747534,ACRBP,exonic,,GOOD,NO,12,6747241,6756580,-,ACRBP
2810253,exome,chr17,+,48552029,48552078,ACSF2,exonic,,GOOD,NO,17,48503518,48552206,+,ACSF2.1
1030431,exome,chr4,-,185676952,185677001,ACSL1,exonic,,GOOD,NO,4,185676748,185747268,-,ACSL1
1580524,exome,chr2,+,223806569,223806618,ACSL3,exonic,,GOOD,NO,2,223725731,223808119,+,ACSL3.1
3440367,exome,chr2,+,223765414,223765463,ACSL3,exonic,,GOOD,NO,2,223725731,223808119,+,ACSL3.2
3930593,exome,chr2,+,223807860,223807909,ACSL3,exonic,,GOOD,NO,2,223725731,223808119,+,ACSL3.3
620577,exome,chr10,+,114187426,114187475,ACSL5,exonic,,GOOD,NO,10,114133915,114188138,+,ACSL5.1
7040286,exome,chr10,+,114188022,114188071,ACSL5,exonic,,GOOD,NO,10,114133915,114188138,+,ACSL5.2
6580735,exome,chr16,+,20803589,20803638,ACSM3,exonic,,GOOD,NO,16,20775311,20808479,+,ACSM3.1
5220377,exome,chr20,-,24987105,24987154,ACSS1,exonic,,GOOD,NO,20,24986865,25038818,-,ACSS1
4490524,exome,chr20,+,33515702,33515751,ACSS2,exonic,,GOOD,NO,20,33462765,33515769,+,ACSS2.1
4670544,exome,chr20,+,33515709,33515758,ACSS2,exonic,,GOOD,NO,20,33462765,33515769,+,ACSS2.2
6480059,exome,chr10,-,90694928,90694977,ACTA2,exonic,,GOOD,NO,10,90694830,90751154,-,ACTA2
4610390,exome,chr7,-,5567014,5567063,ACTB,exonic,,GOOD,NO,7,5566778,5570232,-,ACTB.1
5270730,exome,chr7,-,5568077,5568126,ACTB,exonic,,GOOD,NO,7,5566778,5570232,-,ACTB.2
5570132,exome,chr7,-,5567057,5567106,ACTB,exonic,,GOOD,NO,7,5566778,5570232,-,ACTB.3
3310424,exome,chr17,-,79477265,79477314,ACTG1,exonic,,GOOD,NO,17,79476996,79479892,-,ACTG1.1
6510072,exome,chr17,-,79479350,79479772,ACTG1,exonic,,GOOD,SPLICE,17,79476996,79479892,-,ACTG1.2
5080603,exome,chr3,+,179304377,179305723,ACTL6A,exonic,,GOOD,SPLICE,3,179280667,179306193,+,ACTL6A
5080364,exome,chr14,-,69341410,69341459,ACTN1,exonic,,GOOD,NO,14,69340839,69446083,-,ACTN1
270437,exome,chr19,+,39220591,39220640,ACTN4,exonic,,GOOD,NO,19,39138255,39221172,+,ACTN4
2630064,exome,chr14,+,58698949,58701100,ACTR10,exonic,,GOOD,SPLICE,14,58666832,58702353,+,ACTR10
4280561,exome,chr10,-,104239011,104239060,ACTR1A,exonic,,GOOD,NO,10,104238985,104262512,-,ACTR1A
2120088,exome,chr2,-,98272657,98272706,ACTR1B,exonic,,GOOD,NO,2,98272401,98280561,-,ACTR1B
5570196,exome,chr2,+,65497703,65497752,ACTR2,exonic,,GOOD,NO,2,65454828,65498390,+,ACTR2
6940176,exome,chr2,+,114715693,114715742,ACTR3,exonic,,GOOD,NO,2,114647510,114719129,+,ACTR3
2690670,exome,chr20,+,37400638,37400687,ACTR5,exonic,,GOOD,NO,20,37377096,37401089,+,ACTR5
1580168,exome,chr12,+,100618008,100618057,ACTR6,exonic,,GOOD,NO,12,100593864,100618202,+,ACTR6
270278,exome,chr3,-,53901482,53901531,ACTR8,exonic,,GOOD,NO,3,53901093,53916229,-,ACTR8
6940360,exome,chr2,-,158593153,158593202,ACVR1,exonic,,GOOD,NO,2,158592957,158732374,-,ACVR1
4570240,exome,chr12,+,52390626,52390675,ACVR1B,exonic,,GOOD,NO,12,52345450,52390863,+,ACVR1B
4260681,exome,chr2,+,148687471,148687520,ACVR2A,exonic,,GOOD,NO,2,148602085,148688396,+,ACVR2A.1
4590349,exome,chr2,+,148688099,148688148,ACVR2A,exonic,,GOOD,NO,2,148602085,148688396,+,ACVR2A.2
3440689,exome,chr14,-,75530235,75530676,ACYP1,exonic,,GOOD,SPLICE,14,75519927,75536186,-,ACYP1.1
5910148,exome,chr14,-,75520238,75520287,ACYP1,exonic,,GOOD,NO,14,75519927,75536186,-,ACYP1.2
130367,exome,chr2,+,54342738,54342787,ACYP2,exonic,,GOOD,NO,2,54198239,54532435,+,ACYP2.1
5290672,exome,chr2,+,54365811,54365860,ACYP2,exonic,,GOOD,NO,2,54198239,54532435,+,ACYP2.2
7210192,exome,chr20,-,43248442,43248942,ADA,exonic,,GOOD,SPLICE,20,43248159,43280399,-,ADA
5910554,exome,chr15,+,43641207,43641256,ADAL,exonic,,GOOD,NO,15,43622548,43646753,+,ADAL
3130364,exome,chr15,-,58888922,58888971,ADAM10,exonic,,GOOD,NO,15,58887402,59042177,-,ADAM10.1
5290300,exome,chr15,-,58889101,58889150,ADAM10,exonic,,GOOD,NO,15,58887402,59042177,-,ADAM10.2
6180392,exome,chr10,-,127703468,127703517,ADAM12,exonic,,GOOD,NO,10,127700953,128077127,-,ADAM12
1980553,exome,chr1,+,155035017,155035066,ADAM15,exonic,,GOOD,NO,1,155023747,155035252,+,ADAM15.1
3440452,exome,chr1,+,155035183,155035232,ADAM15,exonic,,GOOD,NO,1,155023747,155035252,+,ADAM15.2
6480131,exome,chr1,+,155032770,155032819,ADAM15,exonic,,GOOD,NO,1,155023747,155035252,+,ADAM15.3
5260546,exome,chr2,-,9629441,9629490,ADAM17,exonic,,GOOD,NO,2,9628614,9695949,-,ADAM17.1
5420762,exome,chr2,-,9630478,9630527,ADAM17,exonic,,GOOD,NO,2,9628614,9695949,-,ADAM17.2
6900209,exome,chr5,-,156904527,156904576,ADAM19,exonic,,GOOD,NO,5,156904311,157002831,-,ADAM19
6110315,exome,chr8,-,39601318,39601367,ADAM2,exonic,,GOOD,NO,8,39601254,39695808,-,ADAM2
780725,exome,chr10,-,135076196,135076245,ADAM8,exonic,,GOOD,NO,10,135075919,135090407,-,ADAM8
2940730,exome,chr8,+,38899572,38899621,ADAM9,exonic,,GOOD,NO,8,38854504,38962779,+,ADAM9
2470184,exome,chr8,+,24263273,24263322,ADAMDEC1,exonic,,GOOD,NO,8,24241797,24263526,+,ADAMDEC1.1
1660497,exome,chr1,-,161159834,161159883,ADAMTS4,exonic,,GOOD,NO,1,161159518,161168843,-,ADAMTS4
5130400,exome,chr15,+,84708171,84708220,ADAMTSL3,exonic,,GOOD,NO,15,84322837,84708593,+,ADAMTSL3
10286,exome,chr1,+,150531059,150531108,ADAMTSL4,exonic,,GOOD,NO,1,150521844,150533412,+,ADAMTSL4.1
780678,exome,chr1,+,150531161,150531210,ADAMTSL4,exonic,,GOOD,NO,1,150521844,150533412,+,ADAMTSL4.2
7570669,exome,chr7,-,937756,937805,ADAP1,exonic,,GOOD,NO,7,937536,995043,-,ADAP1.1
3990433,exome,chr17,+,29286088,29286137,ADAP2,exonic,,GOOD,NO,17,29248753,29286211,+,ADAP2
2900450,exome,chr1,-,154554657,154554706,ADAR,exonic,,GOOD,NO,1,154554533,154600456,-,ADAR.1
5490433,exome,chr1,-,154555152,154555201,ADAR,exonic,,GOOD,NO,1,154554533,154600456,-,ADAR.2
7330097,exome,chr21,+,46646351,46646400,ADARB1,exonic,,GOOD,NO,21,46494492,46646478,+,ADARB1.1
1710204,exome,chr16,-,75633444,75633493,ADAT1,exonic,,GOOD,NO,16,75630776,75657221,-,ADAT1
2230253,exome,chr19,+,1913205,1913254,ADAT3,exonic,,GOOD,NO,19,1905370,1913446,+,ADAT3
780379,exome,chr14,+,78400011,78400060,ADCK1,exonic,,GOOD,NO,14,78266425,78400297,+,ADCK1
1780647,exome,chr7,+,140394709,140394758,ADCK2,exonic,,GOOD,NO,7,140372952,140394908,+,ADCK2
4290053,exome,chr19,-,41197661,41197710,ADCK4,exonic,,GOOD,NO,19,41197433,41222790,-,ADCK4
3800050,exome,chr2,-,25042097,25042146,ADCY3,exonic,,GOOD,NO,2,25042038,25142886,-,ADCY3
50735,exome,chr16,+,50351297,50351346,ADCY7,exonic,,GOOD,NO,16,50300450,50352045,+,ADCY7
3060100,exome,chr16,-,4012981,4013030,ADCY9,exonic,,GOOD,NO,16,4012649,4166186,-,ADCY9
1230289,exome,chr4,+,2931136,2931185,ADD1,exonic,,GOOD,NO,4,2845583,2931802,+,ADD1.1
5900685,exome,chr4,+,2931707,2931756,ADD1,exonic,,GOOD,NO,4,2845583,2931802,+,ADD1.2
1010477,exome,chr10,+,111892086,111892135,ADD3,exonic,,GOOD,NO,10,111756107,111895323,+,ADD3.1
1990468,exome,chr10,+,111895189,111895238,ADD3,exonic,,GOOD,NO,10,111756107,111895323,+,ADD3.2
3420747,exome,chr10,+,111883976,111884025,ADD3,exonic,,GOOD,NO,10,111756107,111895323,+,ADD3.3
5720161,exome,chr4,-,99993179,99993228,ADH5,exonic,,GOOD,NO,4,99992129,100009939,-,ADH5.1
2760121,exome,chr8,+,67380800,67380849,ADHFE1,exonic,,GOOD,NO,8,67344717,67381044,+,ADHFE1.1
3890598,exome,chr8,+,67380728,67380777,ADHFE1,exonic,,GOOD,NO,8,67344717,67381044,+,ADHFE1.2
6620278,exome,chr2,-,3502323,3502372,ADI1,exonic,,GOOD,NO,2,3501689,3523350,-,ADI1
4200471,exome,chr3,+,186575786,186575835,ADIPOQ,exonic,,GOOD,NO,3,186560462,186576252,+,ADIPOQ
3460201,exome,chr1,-,202910284,202910333,ADIPOR1,exonic,,GOOD,NO,1,202909952,202927700,-,ADIPOR1.1
6100767,exome,chr1,-,202910431,202910480,ADIPOR1,exonic,,GOOD,NO,1,202909952,202927700,-,ADIPOR1.2
6960685,exome,chr12,+,1897524,1897573,ADIPOR2,exonic,,GOOD,NO,12,1800246,1897845,+,ADIPOR2
1030241,exome,chr10,+,76468197,76468246,ADK,exonic,,GOOD,NO,10,75910942,76469061,+,ADK.1
5670465,exome,chr11,+,10328769,10328818,ADM,exonic,,GOOD,NO,11,10326526,10328949,+,ADM
360678,exome,chr20,-,49507262,49507311,ADNP,exonic,,GOOD,NO,20,49505454,49547527,-,ADNP.1
1770551,exome,chr20,-,49545230,49545279,ADNP,exonic,,GOOD,NO,20,49505454,49547527,-,ADNP.2
7330270,exome,chr18,+,77897891,77897940,ADNP2,exonic,,GOOD,NO,18,77866914,77898228,+,ADNP2
4480546,exome,chr10,+,64568038,64568087,ADO,exonic,,GOOD,NO,10,64564515,64568239,+,ADO
4060519,exome,chr1,+,203136449,203136498,ADORA1,exonic,,GOOD,NO,1,203096835,203136533,+,ADORA1
2060040,exome,chr17,+,15878748,15878797,ADORA2B,exonic,,GOOD,NO,17,15848230,15879210,+,ADORA2B
870138,exome,chr1,-,112026102,112026151,TMIGD3,exonic,,GOOD,NO,1,112025969,112106625,-,TMIGD3
6580482,exome,chr1,-,112042491,112042540,ADORA3,exonic,,GOOD,NO,1,112042050,112046743,-,ADORA3
5550619,exome,chr15,-,73044042,73044091,ADPGK,exonic,,GOOD,NO,15,73043707,73076126,-,ADPGK
5550369,exome,chr3,+,119308372,119308421,ADPRH,exonic,,GOOD,NO,3,119298279,119308792,+,ADPRH
730010,exome,chr1,+,36559239,36559288,ADPRHL2,exonic,,GOOD,NO,1,36554452,36559533,+,ADPRHL2
5720523,exome,chr10,+,112840111,112840160,ADRA2A,exonic,,GOOD,NO,10,112836789,112840662,+,ADRA2A
3390286,exome,chr2,-,96778859,96778908,ADRA2B,exonic,,GOOD,NO,2,96778622,96781984,-,ADRA2B
7570326,exome,chr5,+,148208050,148208099,ADRB2,exonic,,GOOD,NO,5,148206155,148208197,+,ADRB2
3290113,exome,chr11,+,67053925,67053974,GRK2,exonic,,GOOD,NO,11,67033904,67054029,+,GRK2
2120528,exome,chr22,+,26119566,26119615,GRK3,exonic,,GOOD,NO,22,25960860,26125258,+,GRK3
4280136,exome,chr20,+,60883436,60883485,ADRM1,exonic,,GOOD,NO,20,60877951,60883918,+,ADRM1.1
4390121,exome,chr20,+,60883723,60883772,ADRM1,exonic,,GOOD,NO,20,60877951,60883918,+,ADRM1.2
5870228,exome,chr22,+,40761038,40762466,ADSL,exonic,,GOOD,SPLICE,22,40742503,40762752,+,ADSL
5960097,exome,chr1,-,244572018,244572067,ADSS,exonic,,GOOD,NO,1,244571793,244615436,-,ADSS.1
6020333,exome,chr1,-,244580970,244581019,ADSS,exonic,,GOOD,NO,1,244571793,244615436,-,ADSS.2
4830372,exome,chr14,+,105213377,105213426,ADSSL1,exonic,,GOOD,NO,14,105190533,105213662,+,ADSSL1.1
4900703,exome,chr14,+,105190738,105190787,ADSSL1,exonic,,GOOD,NO,14,105190533,105213662,+,ADSSL1.2
4260671,exome,chr12,+,19673502,19673551,AEBP2,exonic,,GOOD,NO,12,19592607,19675173,+,AEBP2
5090438,exome,chr15,+,89175121,89175170,AEN,exonic,,GOOD,NO,15,89164526,89175512,+,AEN.1
1230458,exome,chr19,-,3053261,3053310,AES,exonic,,GOOD,NO,19,3052907,3062964,-,AES.1
6180176,exome,chr19,-,3053682,3053731,AES,exonic,,GOOD,NO,19,3052907,3062964,-,AES.2
2690187,exome,chr4,-,7760463,7760512,AFAP1,exonic,,GOOD,NO,4,7760439,7941653,-,AFAP1
3990673,exome,chr4,+,88059819,88059868,AFF1,exonic,,GOOD,NO,4,87856153,88062206,+,AFF1.1
6060142,exome,chr4,+,88061265,88061314,AFF1,exonic,,GOOD,NO,4,87856153,88062206,+,AFF1.2
650753,exome,chr2,-,100163844,100163893,AFF3,exonic,,GOOD,NO,2,100163715,100759037,-,AFF3.1
2360189,exome,chr5,-,132211805,132211854,AFF4,exonic,,GOOD,NO,5,132211070,132299354,-,AFF4
60609,exome,chr16,+,90062527,90062576,AFG3L1P,exonic,,GOOD,NO,16,90038987,90067195,+,AFG3L1P
1170538,exome,chr18,-,12329202,12329251,AFG3L2,exonic,,GOOD,NO,18,12328942,12377275,-,AFG3L2
2070707,exome,chr17,+,76203286,76203335,AFMID,exonic,,GOOD,NO,17,76183397,76203782,+,AFMID
450097,exome,chr2,+,64806643,64812567,AFTPH,exonic,,GOOD,SPLICE,2,64751438,64820138,+,AFTPH.1
