ProbeID,Exome,Chr,Strand,From,To,Gene,Type,Max_MAF,Comment,Extra_Comment,CHR,TxStart,TxEnd,Gene_strand
5890162,exome,chr10,+,33165446,33165495,CCDC7,exonic,,GOOD,NO,10,32735009,33171792,+
1980014,exome,chr13,-,26795924,26795973,RNF6,exonic,,GOOD,NO,13,26706252,26796508,-
20717,exome,chr6,-,35441449,35441498,TEAD3,exonic,,GOOD,NO,6,35441373,35464861,-
940221,exome,chr5,+,157183677,157183726,LSM11,exonic,,GOOD,NO,5,157170702,157187717,+
1240482,exome,chrX,-,153706352,153706625,LAGE3,exonic,,GOOD,SPLICE,X,153706107,153707596,-
4060280,exome,chr20,-,5918795,5918844,TRMT6,exonic,,GOOD,NO,20,5918478,5931204,-
4260491,exome,chr16,-,74378842,74382786,LOC283922,exonic,,GOOD,SPLICE,16,74366303,74402153,-
3520092,exome,chr19,+,49464095,49464144,BAX,exonic,,GOOD,NO,19,49458116,49465055,+
3290037,exome,chr17,-,40133874,40133923,DNAJC7,exonic,,GOOD,NO,17,40128438,40169715,-
7210050,exome,chr2,+,73912381,73912430,ALMS1P1,exonic,,GOOD,NO,2,73872045,73912694,+
6860039,exome,chr21,+,43531493,43531542,UMODL1,exonic,,GOOD,NO,21,43483067,43563105,+
4070397,exome,chr5,+,180662243,180662292,TRIM41,exonic,,GOOD,NO,5,180650262,180662808,+
6350128,exome,chr12,+,123464228,123464277,OGFOD2,exonic,,GOOD,NO,12,123459249,123464588,+
1780253,exome,chr13,+,25155800,25155849,TPTE2P6,exonic,,GOOD,NO,13,25154345,25171812,+
5220601,exome,chr13,+,25171626,25171675,TPTE2P6,exonic,,GOOD,NO,13,25154345,25171812,+
5390575,exome,chr10,+,11378039,11378088,CELF2,exonic,,GOOD,NO,10,10504477,11378672,+
4220309,exome,chr13,+,53096775,53096824,TPTE2P3,exonic,,GOOD,NO,13,53063127,53161225,+
1340026,exome,chr4,+,159176207,159176256,TMEM144,exonic,,GOOD,NO,4,159131400,159176439,+
6330523,exome,chr5,-,93076284,93076333,POU5F2,exonic,,GOOD,NO,5,93076014,93077309,-
4070703,exome,chr2,+,29136566,29136615,SNORD92,exonic,,GOOD,NO,2,29136527,29136616,+
770605,exome,chr15,-,56992150,56992199,ZNF280D,exonic,,GOOD,NO,15,56922373,57026284,-
5690639,exome,chr14,-,92336446,92336495,FBLN5,exonic,,GOOD,NO,14,92335754,92414046,-
4670441,exome,chr14,-,92336098,92336147,FBLN5,exonic,,GOOD,NO,14,92335754,92414046,-
7160433,exome,chr16,+,4932217,4932266,UBN1,exonic,,GOOD,NO,16,4897631,4932402,+
3710041,exome,chr16,+,4898160,4898209,UBN1,exonic,,GOOD,NO,16,4897631,4932402,+
780678,exome,chr1,+,150531161,150531210,ADAMTSL4,exonic,,GOOD,NO,1,150521844,150533412,+
10286,exome,chr1,+,150531059,150531108,ADAMTSL4,exonic,,GOOD,NO,1,150521844,150533412,+
1770142,exome,chr7,-,102957361,102957410,DNAJC2,exonic,,GOOD,NO,7,102952920,102985320,-
6560703,exome,chr16,-,66803957,66804006,TERB1,exonic,,GOOD,NO,16,66788878,66835523,-
510128,exome,chr3,-,142984336,142984385,SLC9A9,exonic,,GOOD,NO,3,142984063,143567373,-
2340333,exome,chr12,+,126947312,126947361,LOC100128554,exonic,,GOOD,NO,12,126927026,126957331,+
3170619,exome,chr1,-,16817243,16817373,CROCCP3,exonic,,GOOD,SPLICE,1,16793930,16819196,-
2360066,exome,chr11,-,101762195,101762244,ANGPTL5,exonic,,GOOD,NO,11,101761404,101787253,-
580368,exome,chr1,-,151675156,151675205,CELF3,exonic,,GOOD,NO,1,151672533,151689296,-
1440400,exome,chr4,-,184240633,184240682,CLDN22,exonic,,GOOD,NO,4,184239219,184241927,-
520608,exome,chr15,-,48432802,48432851,MYEF2,exonic,,GOOD,NO,15,48431624,48470558,-
6900440,exome,chr22,-,19163463,19163512,SLC25A1,exonic,,GOOD,NO,22,19163087,19166376,-
3120014,exome,chr14,+,23080980,23081029,ABHD4,exonic,,GOOD,NO,14,23067146,23081265,+
3610048,exome,chr19,+,39981087,39981136,TIMM50,exonic,,GOOD,NO,19,39971051,39983659,+
4180762,exome,chr15,+,42704122,42704171,CAPN3,exonic,,GOOD,NO,15,42651697,42704515,+
7100575,exome,chrX,-,49955706,49955755,AKAP4,exonic,,GOOD,NO,X,49955410,49965664,-
5560450,exome,chrX,-,49964918,49964967,AKAP4,exonic,,GOOD,NO,X,49955410,49965664,-
2900224,exome,chr8,-,23290559,23290608,ENTPD4,exonic,,GOOD,NO,8,23286664,23315244,-
2850433,exome,chr16,-,1826791,1826840,SPSB3,exonic,,GOOD,NO,16,1826712,1832581,-
5360689,exome,chr1,+,214209536,214209585,PROX1,exonic,,GOOD,NO,1,214161277,214214847,+
2320343,exome,chrX,+,149682097,149682146,MAMLD1,exonic,,GOOD,NO,X,149531544,149682448,+
1170170,exome,chr5,-,172741845,172741894,STC2,exonic,,GOOD,NO,5,172741725,172756506,-
2510253,exome,chr10,+,71393143,71393192,C10orf35,exonic,,GOOD,NO,10,71390002,71393355,+
2680370,exome,chr3,-,167164237,167167120,SERPINI2,exonic,,GOOD,SPLICE,3,167159576,167191920,-
2030754,exome,chr17,-,40341410,40341459,GHDC,exonic,,GOOD,NO,17,40341104,40346550,-
1190093,exome,chrX,+,73524559,73524608,ZCCHC13,exonic,,GOOD,NO,X,73524024,73524869,+
3610601,exome,chr17,+,8225561,8225610,ARHGEF15,exonic,,GOOD,NO,17,8213555,8225834,+
2810327,exome,chr12,-,110391026,110397687,GIT2,exonic,,GOOD,SPLICE,12,110367606,110434194,-
4540626,exome,chr12,-,110397733,110399101,GIT2,exonic,,GOOD,SPLICE,12,110367606,110434194,-
1260646,exome,chr10,-,48927671,48927720,BMS1P5,exonic,,GOOD,NO,10,46737612,48952629,-
6380167,exome,chr19,+,58119323,58119372,ZNF530,exonic,,GOOD,NO,19,58111252,58124089,+
4050131,exome,chr12,+,58010659,58010708,ARHGEF25,exonic,,GOOD,NO,12,58003962,58011028,+
4120403,exome,chr15,-,78578400,78578449,WDR61,exonic,,GOOD,NO,15,78575577,78592068,-
5360398,exome,chr8,+,8890610,8890659,ERI1,exonic,,GOOD,NO,8,8860313,8890849,+
4390202,exome,chrX,-,70835905,70835954,CXCR3,exonic,,GOOD,NO,X,70835765,70838367,-
160537,exome,chr18,-,60998221,60998270,KDSR,exonic,,GOOD,NO,18,60994970,61034506,-
2600707,exome,chr4,+,96078957,96079006,BMPR1B,exonic,,GOOD,NO,4,95679127,96079601,+
110376,exome,chr10,-,75473088,75477819,BMS1P4,exonic,,GOOD,SPLICE,10,75458908,75490272,-
4230746,exome,chr11,+,3658597,3658646,TRPC2,exonic,,GOOD,NO,11,3647689,3658789,+
4490037,exome,chr4,+,25679744,25679793,SLC34A2,exonic,,GOOD,NO,4,25657434,25680368,+
130717,exome,chr7,+,98983362,98984317,ARPC1B,exonic,,GOOD,SPLICE,7,98972297,98992404,+
7550392,exome,chr1,-,182351870,182351919,GLUL,exonic,,GOOD,NO,1,182347227,182361341,-
130392,exome,chr1,-,182360333,182360382,GLUL,exonic,,GOOD,NO,1,182347227,182361341,-
3390603,exome,chr2,+,63832520,63833114,MDH1,exonic,,GOOD,SPLICE,2,63815742,63834330,+
2000672,exome,chrX,-,146991263,146991312,FMR1-AS1,exonic,,GOOD,NO,X,146990948,146993335,-
6650731,exome,chr3,-,139237311,139237360,RBP1,exonic,,GOOD,NO,3,139236275,139258671,-
7510707,exome,chr2,-,11585592,11585641,E2F6,exonic,,GOOD,NO,2,11584500,11606303,-
5090291,exome,chr1,+,63300497,63307121,ATG4C,exonic,,GOOD,SPLICE,1,63249776,63330941,+
2970528,exome,chr1,+,63294800,63299710,ATG4C,exonic,,GOOD,SPLICE,1,63249776,63330941,+
1470703,exome,chrX,+,84189530,84189579,UBE2DNL,exonic,,GOOD,NO,X,84189156,84189896,+
2360603,exome,chr19,-,685779,685828,PRSS57,exonic,,GOOD,NO,19,685520,695461,-
1190082,exome,chr6,+,31804212,31804261,C6orf48,exonic,,GOOD,NO,6,31802691,31807543,+
7150017,exome,chr6,+,31805143,31805192,C6orf48,exonic,,GOOD,NO,6,31802691,31807543,+
6650592,exome,chr11,-,18553596,18553645,UEVLD,exonic,,GOOD,NO,11,18552949,18610293,-
630053,exome,chr16,-,88941937,88941986,CBFA2T3,exonic,,GOOD,NO,16,88941262,89043504,-
6840441,exome,chr9,-,21481173,21481222,IFNE,exonic,,GOOD,NO,9,21480838,21482312,-
6380541,exome,chr9,-,21481281,21481330,IFNE,exonic,,GOOD,NO,9,21480838,21482312,-
3420615,exome,chr1,+,64015653,64015702,DLEU2L,exonic,,GOOD,NO,1,64014650,64016307,+
3420433,exome,chr17,-,18238882,18238931,SHMT1,exonic,,GOOD,NO,17,18231173,18266877,-
2690528,exome,chr17,-,18231381,18231430,SHMT1,exonic,,GOOD,NO,17,18231173,18266877,-
3060379,exome,chr17,+,75212702,75212751,SEC14L1,exonic,,GOOD,NO,17,75084724,75213181,+
4560066,exome,chr16,-,67212230,67212279,KIAA0895L,exonic,,GOOD,NO,16,67209504,67217883,-
580463,exome,chr16,-,67209753,67209802,KIAA0895L,exonic,,GOOD,NO,16,67209504,67217883,-
2190129,exome,chr2,-,107423136,107423185,ST6GAL2,exonic,,GOOD,NO,2,107418055,107503563,-
3520288,exome,chr11,+,66613799,66613848,RCE1,exonic,,GOOD,NO,11,66610882,66614003,+
6290187,exome,chr11,+,66613370,66613419,RCE1,exonic,,GOOD,NO,11,66610882,66614003,+
4010369,exome,chr14,+,94471206,94471255,LINC00521,exonic,,GOOD,NO,14,94463615,94478041,+
2570612,exome,chr10,+,102719269,102719318,SLF2,exonic,,GOOD,NO,10,102672325,102724891,+
110427,exome,chr8,-,54891616,54891665,TCEA1,exonic,,GOOD,NO,8,54879113,54935016,-
7160239,exome,chr19,+,45978377,45978426,FOSB,exonic,,GOOD,NO,19,45971252,45978437,+
6370008,exome,chr5,-,135527232,135527281,LOC389332,exonic,,GOOD,NO,5,135527155,135528851,-
1410398,exome,chr2,+,208618668,208618717,CCNYL1,exonic,,GOOD,NO,2,208576263,208620896,+
2060112,exome,chr2,+,208618894,208618943,CCNYL1,exonic,,GOOD,NO,2,208576263,208620896,+
7160326,exome,chr15,+,99798150,99798199,HSP90B2P,exonic,,GOOD,NO,15,99797729,99800481,+
6420170,exome,chr1,+,227843747,227843796,ZNF678,exonic,,GOOD,NO,1,227751219,227865144,+
1450731,exome,chr10,+,24836585,24836634,KIAA1217,exonic,,GOOD,NO,10,23983674,24836777,+
2140743,exome,chr12,-,100646187,100646236,DEPDC4,exonic,,GOOD,NO,12,100597446,100660857,-
7200402,exome,chr5,+,115238682,115249100,AP3S1,exonic,,GOOD,SPLICE,5,115177302,115249778,+
1440445,exome,chr4,-,177135363,177135412,ASB5,exonic,,GOOD,NO,4,177134825,177190373,-
5270554,exome,chr4,-,177135050,177135099,ASB5,exonic,,GOOD,NO,4,177134825,177190373,-
1170184,exome,chr4,-,13547896,13547945,LINC01096,exonic,,GOOD,NO,4,13547699,13549448,-
1260543,exome,chr10,-,24872578,24872627,ARHGAP21,exonic,,GOOD,NO,10,24872537,25012597,-
4250768,exome,chr17,-,55015689,55015738,COIL,exonic,,GOOD,NO,17,55015560,55038411,-
3390661,exome,chr16,+,3001066,3001115,FLYWCH1,exonic,,GOOD,NO,16,2961979,3001209,+
3930132,exome,chr2,+,132240249,132240298,TUBA3D,exonic,,GOOD,NO,2,132233579,132240507,+
1240703,exome,chr2,+,132240442,132240491,TUBA3D,exonic,,GOOD,NO,2,132233579,132240507,+
4480368,exome,chr7,-,77423317,77423366,TMEM60,exonic,,GOOD,NO,7,77423044,77427747,-
7560114,exome,chr3,+,49213716,49213765,KLHDC8B,exonic,,GOOD,NO,3,49209017,49213919,+
160612,exome,chr3,-,127541168,127541217,MGLL,exonic,,GOOD,NO,3,127407904,127542093,-
3830327,exome,chr3,-,127408241,127408290,MGLL,exonic,,GOOD,NO,3,127407904,127542093,-
540564,exome,chr10,+,45479487,45479536,RASSF4,exonic,,GOOD,NO,10,45455218,45490172,+
10639,exome,chr10,+,45490016,45490065,RASSF4,exonic,,GOOD,NO,10,45455218,45490172,+
7210736,exome,chr10,+,26593087,26593136,GAD2,exonic,,GOOD,NO,10,26505235,26593491,+
6860138,exome,chr8,-,27093996,27094045,STMN4,exonic,,GOOD,NO,8,27092839,27115956,-
4180711,exome,chr9,-,5300217,5300266,RLN2,exonic,,GOOD,NO,9,5299865,5304611,-
2190349,exome,chr21,+,39673096,39673145,KCNJ15,exonic,,GOOD,NO,21,39601836,39673746,+
7040202,exome,chr15,-,22014835,22014884,CXADRP2,exonic,,GOOD,NO,15,22014419,22016878,-
110072,exome,chr22,+,25202280,25202425,SGSM1,exonic,,GOOD,SPLICE,22,25202187,25322813,+
840364,exome,chr22,+,25322660,25322709,SGSM1,exonic,,GOOD,NO,22,25202187,25322813,+
870176,exome,chr3,+,100467314,100467363,TFG,exonic,,GOOD,NO,3,100428133,100467811,+
510114,exome,chr14,-,20779663,20779712,CCNB1IP1,exonic,,GOOD,NO,14,20779526,20801471,-
110079,exome,chr8,+,99963747,99963796,OSR2,exonic,,GOOD,NO,8,99956630,99964332,+
5420452,exome,chr8,+,99964008,99964057,OSR2,exonic,,GOOD,NO,8,99956630,99964332,+
2360121,exome,chr11,-,68506188,68506237,TESMIN,exonic,,GOOD,NO,11,68474907,68518988,-
430612,exome,chr15,-,63881113,63881162,USP3-AS1,exonic,,GOOD,NO,15,63879908,63893026,-
7100392,exome,chr14,-,19988194,19988243,POTEM,exonic,,GOOD,NO,14,19983953,20020272,-
4060273,exome,chr7,+,140125889,140125938,RAB19,exonic,,GOOD,NO,7,140103842,140126050,+
4120243,exome,chr19,-,43772010,43772059,PSG9,exonic,,GOOD,NO,19,43757433,43773715,-
520630,exome,chr16,-,28488835,28488884,CLN3,exonic,,GOOD,NO,16,28477973,28503623,-
6620390,exome,chr1,-,210851997,210852046,KCNH1,exonic,,GOOD,NO,1,210851656,211307457,-
6450288,exome,chr2,-,40342446,40342495,SLC8A1,exonic,,GOOD,NO,2,40339285,40739575,-
2350201,exome,chr12,-,99138642,99138691,ANKS1B,exonic,,GOOD,NO,12,99128568,100378432,-
6110379,exome,chr20,+,44337076,44337125,WFDC13,exonic,,GOOD,NO,20,44330654,44337456,+
450431,exome,chr16,+,69959065,69959114,WWP2,exonic,,GOOD,NO,16,69796186,69975644,+
5560209,exome,chr11,-,118620647,118620696,DDX6,exonic,,GOOD,NO,11,118618472,118661972,-
2470681,exome,chr22,-,21362954,21363003,TUBA3FP,exonic,,GOOD,NO,22,21362495,21368576,-
7320370,exome,chr2,-,191895714,191895763,STAT4,exonic,,GOOD,NO,2,191894301,192016322,-
6980167,exome,chr21,+,43444875,43444924,ZNF295-AS1,exonic,,GOOD,NO,21,43429302,43445029,+
130241,exome,chr22,+,24167592,24175797,SMARCB1,exonic,,GOOD,SPLICE,22,24129117,24176705,+
150021,exome,chr22,+,24176489,24176538,SMARCB1,exonic,,GOOD,NO,22,24129117,24176705,+
2230674,exome,chr9,-,67786362,67786411,FAM27E3,exonic,,GOOD,NO,9,67784943,67786625,-
6510377,exome,chr16,+,3072032,3072081,TNFRSF12A,exonic,,GOOD,NO,16,3070312,3072383,+
1050347,exome,chr20,+,57601461,57601510,TUBB1,exonic,,GOOD,NO,20,57594308,57601709,+
2350400,exome,chr19,-,37382411,37382460,ZNF829,exonic,,GOOD,NO,19,37379025,37407193,-
7050059,exome,chr19,-,37398840,37398889,ZNF829,exonic,,GOOD,NO,19,37379025,37407193,-
3840114,exome,chr7,-,158433051,158433100,NCAPG2,exonic,,GOOD,NO,7,158423860,158497522,-
7050064,exome,chr2,+,238820563,238820612,RAMP1,exonic,,GOOD,NO,2,238768186,238820759,+
380327,exome,chr10,+,64914094,64914143,NRBF2,exonic,,GOOD,NO,10,64893006,64914791,+
2600646,exome,chr17,-,80573168,80573217,WDR45B,exonic,,GOOD,NO,17,80572437,80606411,-
830189,exome,chr14,-,78184283,78184332,SNW1,exonic,,GOOD,NO,14,78183943,78227497,-
6200390,exome,chr12,-,57135285,57135334,PRIM1,exonic,,GOOD,NO,12,57125363,57146146,-
5270296,exome,chr1,-,246704300,246704349,TFB2M,exonic,,GOOD,NO,1,246703862,246729565,-
990100,exome,chr1,-,246704178,246704227,TFB2M,exonic,,GOOD,NO,1,246703862,246729565,-
5960328,exome,chr15,+,40643240,40645458,PHGR1,exonic,,GOOD,SPLICE,15,40643233,40648634,+
5310328,exome,chr3,-,169557364,169557413,LRRC31,exonic,,GOOD,NO,3,169557028,169587723,-
6110040,exome,chr12,+,127221697,127227329,LINC00943,exonic,,GOOD,SPLICE,12,127221552,127230800,+
5860110,exome,chr3,-,120424863,120424912,RABL3,exonic,,GOOD,NO,3,120405527,120461384,-
4060142,exome,chr1,-,12939138,12939187,PRAMEF4,exonic,,GOOD,NO,1,12939032,12946025,-
1450619,exome,chr3,+,186461582,186461631,KNG1,exonic,,GOOD,NO,3,186435097,186462199,+
450626,exome,chr3,-,86987577,86987626,VGLL3,exonic,,GOOD,NO,3,86987118,87040273,-
4060722,exome,chr12,-,7074811,7074860,PHB2,exonic,,GOOD,NO,12,7074514,7079916,-
7570484,exome,chr21,-,43732174,43732223,TFF3,exonic,,GOOD,NO,21,43731776,43735706,-
1780278,exome,chr1,+,155041391,155041440,EFNA4,exonic,,GOOD,NO,1,155036212,155042029,+
4900594,exome,chr5,-,135549175,135549224,TRPC7,exonic,,GOOD,NO,5,135548998,135701164,-
6110070,exome,chr19,-,14910220,14910269,OR7C1,exonic,,GOOD,NO,19,14909985,14910948,-
4860152,exome,chr1,-,20302057,20302106,PLA2G2A,exonic,,GOOD,NO,1,20301923,20306932,-
4210563,exome,chr2,+,209169785,209169834,PIKFYVE,exonic,,GOOD,NO,2,209130990,209223475,+
7040338,exome,chr2,+,37600277,37600326,QPCT,exonic,,GOOD,NO,2,37571752,37600465,+
5570139,exome,chr2,+,37599831,37599880,QPCT,exonic,,GOOD,NO,2,37571752,37600465,+
830717,exome,chr15,+,32461872,32461921,CHRNA7,exonic,,GOOD,NO,15,32322685,32462384,+
620246,exome,chr11,-,108264071,108276170,C11orf65,exonic,,GOOD,SPLICE,11,108253726,108338258,-
4010427,exome,chr22,-,17687975,17688024,CECR1,exonic,,GOOD,NO,22,17659679,17702744,-
2100296,exome,chr19,-,50861997,50862276,NAPSA,exonic,,GOOD,SPLICE,19,50861728,50869087,-
2900674,exome,chr1,-,117117394,117117443,IGSF3,exonic,,GOOD,NO,1,117117019,117210377,-
2750730,exome,chr7,+,128506524,128506573,LOC100130705,exonic,,GOOD,NO,7,128506463,128512101,+
3130026,exome,chr22,+,51039237,51039286,MAPK8IP2,exonic,,GOOD,NO,22,51039113,51049979,+
1770019,exome,chr22,+,51049286,51049335,MAPK8IP2,exonic,,GOOD,NO,22,51039113,51049979,+
1660270,exome,chr14,+,64921581,64924968,MTHFD1,exonic,,GOOD,SPLICE,14,64854758,64926725,+
2810192,exome,chr19,+,3941147,3942101,NMRK2,exonic,,GOOD,SPLICE,19,3933100,3942414,+
6250541,exome,chr19,+,3939965,3941113,NMRK2,exonic,,GOOD,SPLICE,19,3933100,3942414,+
2370424,exome,chr2,-,130897110,130897159,CCDC74B,exonic,,GOOD,NO,2,130896855,130902707,-
6350020,exome,chr8,-,124996432,124996481,FER1L6-AS1,exonic,,GOOD,NO,8,124996377,125053023,-
1300465,exome,chr19,+,43866361,43866410,CD177,exonic,,GOOD,NO,19,43857810,43867324,+
1500431,exome,chr4,-,177113906,177113955,SPATA4,exonic,,GOOD,NO,4,177105724,177116822,-
1340669,exome,chr12,-,49082443,49082492,CCNT1,exonic,,GOOD,NO,12,49082240,49110781,-
4830301,exome,chr17,-,40265226,40265275,KAT2A,exonic,,GOOD,NO,17,40265128,40273382,-
6020224,exome,chr9,-,97365666,97365715,FBP1,exonic,,GOOD,NO,9,97365420,97402531,-
5900411,exome,chr12,-,10051441,10051490,CLEC2A,exonic,,GOOD,NO,12,10051271,10084980,-
430747,exome,chr17,-,62401025,62401074,PECAM1,exonic,,GOOD,NO,17,62396776,62407083,-
4560546,exome,chrX,+,140714180,140714229,LOC645188,exonic,,GOOD,NO,X,140713993,140714861,+
6040431,exome,chr7,-,126078736,126078785,GRM8,exonic,,GOOD,NO,7,126078651,126892428,-
5720139,exome,chr9,-,27286322,27289680,EQTN,exonic,,GOOD,SPLICE,9,27284653,27297137,-
6450372,exome,chrX,+,19377793,19377842,PDHA1,exonic,,GOOD,NO,X,19362010,19379826,+
7510711,exome,chr16,-,28617059,28617108,SULT1A1,exonic,,GOOD,NO,16,28616907,28634907,-
990669,exome,chr16,-,28631425,28634471,SULT1A1,exonic,,GOOD,SPLICE,16,28616907,28634907,-
3800605,exome,chr16,-,86372208,86372257,LINC00917,exonic,,GOOD,NO,16,86365455,86379285,-
2260215,exome,chr4,-,185549046,185549095,CASP3,exonic,,GOOD,NO,4,185548849,185570629,-
2480136,exome,chr7,-,27565241,27565290,HIBADH,exonic,,GOOD,NO,7,27565058,27702620,-
1410392,exome,chr1,-,1189665,1189714,UBE2J2,exonic,,GOOD,NO,1,1189291,1209234,-
610017,exome,chr20,-,23105905,23105954,LINC00656,exonic,,GOOD,NO,20,23105704,23113273,-
6420465,exome,chr12,+,10375391,10375440,GABARAPL1,exonic,,GOOD,NO,12,10365488,10375724,+
3890192,exome,chr5,+,134166530,134166579,DDX46,exonic,,GOOD,NO,5,134094423,134166826,+
